circle,cluster,Time,Attempt,Answered,CSSR,ASR,Day_of_week,Hour
Andhra Pradesh,cluster 2,2023-07-06-12,171060,82205,99.73,39.21,Thursday,12
Andhra Pradesh,cluster 2,2023-07-06-13,287319,141277,99.75,39.82,Thursday,13
Andhra Pradesh,cluster 2,2023-07-06-14,890841,450680,99.91,41.06,Thursday,14
Andhra Pradesh,cluster 2,2023-07-06-15,2742123,1465511,99.94,45.04,Thursday,15
Andhra Pradesh,cluster 2,2023-07-06-16,5161210,2877315,99.92,48.76,Thursday,16
Andhra Pradesh,cluster 2,2023-07-06-17,7244802,4101853,99.76,50.72,Thursday,17
Andhra Pradesh,cluster 2,2023-07-06-18,8716625,4923482,99.78,51.66,Thursday,18
Andhra Pradesh,cluster 2,2023-07-06-19,9617630,5431276,99.86,52.55,Thursday,19
Andhra Pradesh,cluster 2,2023-07-06-20,9643830,5457854,99.85,53.18,Thursday,20
Andhra Pradesh,cluster 2,2023-07-06-21,9259136,5264820,99.75,53.47,Thursday,21
Andhra Pradesh,cluster 2,2023-07-06-22,8528061,4839619,99.87,53.26,Thursday,22
Andhra Pradesh,cluster 2,2023-07-06-23,7443022,4148718,99.82,52.27,Thursday,23
Andhra Pradesh,cluster 2,2023-07-07-00,514487,245955,99.73,41.93,Friday,0
Andhra Pradesh,cluster 2,2023-07-07-01,253011,121183,99.83,40.72,Friday,1
Andhra Pradesh,cluster 2,2023-07-07-02,163094,77840,99.74,39.31,Friday,2
Andhra Pradesh,cluster 2,2023-07-07-03,170876,82148,99.83,38.66,Friday,3
Andhra Pradesh,cluster 2,2023-07-07-04,287192,141164,99.81,39.81,Friday,4
Andhra Pradesh,cluster 2,2023-07-07-05,890764,450580,99.89,41.19,Friday,5
Andhra Pradesh,cluster 2,2023-07-07-06,2742009,1465416,99.75,45.1,Friday,6
Andhra Pradesh,cluster 2,2023-07-07-07,5161093,2877167,99.95,48.76,Friday,7
Andhra Pradesh,cluster 2,2023-07-07-08,7244589,4101663,99.77,50.71,Friday,8
Andhra Pradesh,cluster 2,2023-07-07-09,8716511,4923373,99.87,51.74,Friday,9
Andhra Pradesh,cluster 2,2023-07-07-10,9617512,5431058,99.77,52.59,Friday,10
Andhra Pradesh,cluster 2,2023-07-07-11,9643637,5457633,99.84,53.19,Friday,11
Andhra Pradesh,cluster 2,2023-07-07-12,9259071,5264643,99.78,53.47,Friday,12
Andhra Pradesh,cluster 2,2023-07-07-13,8527846,4839332,99.7,53.34,Friday,13
Andhra Pradesh,cluster 2,2023-07-07-14,7442817,4148601,99.76,52.43,Friday,14
Andhra Pradesh,cluster 2,2023-07-07-15,514538,246049,99.73,47.74,Friday,15
Andhra Pradesh,cluster 2,2023-07-07-16,253006,121335,99.8,46.17,Friday,16
Andhra Pradesh,cluster 2,2023-07-07-17,163148,77887,99.73,45.93,Friday,17
Andhra Pradesh,cluster 2,2023-07-07-18,170837,82152,99.88,46.61,Friday,18
Andhra Pradesh,cluster 2,2023-07-07-19,287281,141234,99.93,47.94,Friday,19
Andhra Pradesh,cluster 2,2023-07-07-20,890812,450573,99.89,49.48,Friday,20
Andhra Pradesh,cluster 2,2023-07-07-21,2741999,1465474,99.87,52.9,Friday,21
Andhra Pradesh,cluster 2,2023-07-07-22,5161126,2877241,99.81,55.77,Friday,22
Andhra Pradesh,cluster 2,2023-07-07-23,7244690,4101747,99.75,56.95,Friday,23
Andhra Pradesh,cluster 2,2023-07-08-00,8716550,4923416,99.72,57.57,Saturday,0
Andhra Pradesh,cluster 2,2023-07-08-01,9617555,5431161,99.82,57.64,Saturday,1
Andhra Pradesh,cluster 2,2023-07-08-02,9643670,5457667,99.77,57.65,Saturday,2
Andhra Pradesh,cluster 2,2023-07-08-03,9259076,5264676,99.86,57.54,Saturday,3
Andhra Pradesh,cluster 2,2023-07-08-04,8528033,4839457,99.89,57.18,Saturday,4
Andhra Pradesh,cluster 2,2023-07-08-05,7442929,4148659,99.75,56.47,Saturday,5
Andhra Pradesh,cluster 2,2023-07-08-06,514552,246033,99.89,47.87,Saturday,6
Andhra Pradesh,cluster 2,2023-07-08-07,253000,121255,99.72,46.15,Saturday,7
Andhra Pradesh,cluster 2,2023-07-08-08,163159,77867,99.83,46.06,Saturday,8
Andhra Pradesh,cluster 2,2023-07-08-09,170930,82238,99.78,46.48,Saturday,9
Andhra Pradesh,cluster 2,2023-07-08-10,287252,141254,99.72,47.66,Saturday,10
Andhra Pradesh,cluster 2,2023-07-08-11,890898,450645,99.78,49.65,Saturday,11
Andhra Pradesh,cluster 2,2023-07-08-12,2742059,1465545,99.79,53.01,Saturday,12
Andhra Pradesh,cluster 2,2023-07-08-13,5161091,2877228,99.73,55.74,Saturday,13
Andhra Pradesh,cluster 2,2023-07-08-14,7244661,4101652,99.9,56.93,Saturday,14
Andhra Pradesh,cluster 2,2023-07-08-15,8716584,4923432,99.76,57.58,Saturday,15
Andhra Pradesh,cluster 2,2023-07-08-16,9617604,5431080,99.97,57.64,Saturday,16
Andhra Pradesh,cluster 2,2023-07-08-17,9643664,5457697,99.73,57.62,Saturday,17
Andhra Pradesh,cluster 2,2023-07-08-18,9259032,5264713,99.92,57.58,Saturday,18
Andhra Pradesh,cluster 2,2023-07-08-19,8528010,4839378,99.97,57.19,Saturday,19
Andhra Pradesh,cluster 2,2023-07-08-20,7442899,4148660,99.86,56.52,Saturday,20
Andhra Pradesh,cluster 2,2023-07-08-21,514569,246109,99.75,47.89,Saturday,21
Andhra Pradesh,cluster 2,2023-07-08-22,253084,121388,99.77,46.51,Saturday,22
Andhra Pradesh,cluster 2,2023-07-08-23,163175,77896,99.86,45.89,Saturday,23
Andhra Pradesh,cluster 2,2023-07-09-00,171005,82210,99.84,47.22,Sunday,0
Andhra Pradesh,cluster 2,2023-07-09-01,287271,141335,99.86,47.94,Sunday,1
Andhra Pradesh,cluster 2,2023-07-09-02,890772,450635,99.83,49.87,Sunday,2
Andhra Pradesh,cluster 2,2023-07-09-03,2742065,1465500,99.75,52.86,Sunday,3
Andhra Pradesh,cluster 2,2023-07-09-04,5161147,2877336,99.88,55.66,Sunday,4
Andhra Pradesh,cluster 2,2023-07-09-05,7244731,4101828,99.73,56.99,Sunday,5
Andhra Pradesh,cluster 2,2023-07-09-06,8716505,4923390,99.94,57.49,Sunday,6
Andhra Pradesh,cluster 2,2023-07-09-07,9617625,5431170,99.91,57.57,Sunday,7
Andhra Pradesh,cluster 2,2023-07-09-08,9643696,5457830,99.93,57.58,Sunday,8
Andhra Pradesh,cluster 2,2023-07-09-09,9259110,5264716,99.73,57.5,Sunday,9
Andhra Pradesh,cluster 2,2023-07-09-10,8528057,4839531,99.88,57.15,Sunday,10
Andhra Pradesh,cluster 2,2023-07-09-11,7442899,4148654,99.77,56.48,Sunday,11
Andhra Pradesh,cluster 2,2023-07-09-12,514527,245973,99.75,47.79,Sunday,12
Andhra Pradesh,cluster 2,2023-07-09-13,253024,121229,99.94,46.14,Sunday,13
Andhra Pradesh,cluster 2,2023-07-09-14,163189,77871,99.72,45.81,Sunday,14
Andhra Pradesh,cluster 2,2023-07-09-15,170852,82251,99.87,46.62,Sunday,15
Andhra Pradesh,cluster 2,2023-07-09-16,287329,141245,99.8,47,Sunday,16
Andhra Pradesh,cluster 2,2023-07-09-17,890777,450670,99.9,49.78,Sunday,17
Andhra Pradesh,cluster 2,2023-07-09-18,2741975,1465410,99.78,52.9,Sunday,18
Andhra Pradesh,cluster 2,2023-07-09-19,5161149,2877197,99.83,55.68,Sunday,19
Andhra Pradesh,cluster 2,2023-07-09-20,7244687,4101687,99.84,56.9,Sunday,20
Andhra Pradesh,cluster 2,2023-07-09-21,8716559,4923416,99.85,57.48,Sunday,21
Andhra Pradesh,cluster 2,2023-07-09-22,9617594,5431112,99.73,57.56,Sunday,22
Andhra Pradesh,cluster 2,2023-07-09-23,9643640,5457720,99.7,57.62,Sunday,23
Andhra Pradesh,cluster 2,2023-07-10-00,9259058,5264709,99.75,57.54,Monday,0
Andhra Pradesh,cluster 2,2023-07-10-01,8527900,4839437,99.8,57.17,Monday,1
Andhra Pradesh,cluster 2,2023-07-10-02,7442945,4148706,99.77,56.46,Monday,2
Andhra Pradesh,cluster 2,2023-07-10-03,514553,246075,99.73,47.96,Monday,3
Andhra Pradesh,cluster 2,2023-07-10-04,253073,121326,99.84,46.26,Monday,4
Andhra Pradesh,cluster 2,2023-07-10-05,163304,77970,99.81,46.32,Monday,5
Andhra Pradesh,cluster 2,2023-07-10-06,170959,82228,99.82,46.01,Monday,6
Andhra Pradesh,cluster 2,2023-07-10-07,287271,141212,99.78,47.99,Monday,7
Andhra Pradesh,cluster 2,2023-07-10-08,890856,450707,99.85,49.95,Monday,8
Andhra Pradesh,cluster 2,2023-07-10-09,2742056,1465535,99.83,52.92,Monday,9
Andhra Pradesh,cluster 2,2023-07-10-10,5161200,2877244,99.77,55.58,Monday,10
Andhra Pradesh,cluster 2,2023-07-10-11,7244699,4101806,99.76,56.9,Monday,11
Andhra Pradesh,cluster 2,2023-07-10-12,8716576,4923488,99.85,57.45,Monday,12
Andhra Pradesh,cluster 2,2023-07-10-13,9617607,5431226,99.96,57.57,Monday,13
Andhra Pradesh,cluster 2,2023-07-10-14,9643719,5457722,99.87,57.62,Monday,14
Andhra Pradesh,cluster 2,2023-07-10-15,9259189,5264706,99.79,57.53,Monday,15
Andhra Pradesh,cluster 2,2023-07-10-16,8528094,4839455,99.99,57.15,Monday,16
Andhra Pradesh,cluster 2,2023-07-10-17,7442958,4148677,99.98,56.47,Monday,17
Andhra Pradesh,cluster 2,2023-07-10-18,514585,246137,99.79,48.08,Monday,18
Andhra Pradesh,cluster 2,2023-07-10-19,253107,121245,99.82,46.23,Monday,19
Andhra Pradesh,cluster 2,2023-07-10-20,163249,77906,99.79,45.85,Monday,20
Andhra Pradesh,cluster 2,2023-07-10-21,170956,82254,99.74,46.63,Monday,21
Andhra Pradesh,cluster 2,2023-07-10-22,287365,141282,99.73,47.93,Monday,22
Andhra Pradesh,cluster 2,2023-07-10-23,890920,450761,99.88,49.79,Monday,23
Andhra Pradesh,cluster 2,2023-07-11-00,2742100,1465629,99.74,53.09,Tuesday,0
Andhra Pradesh,cluster 2,2023-07-11-01,5161170,2877228,99.88,55.66,Tuesday,1
Andhra Pradesh,cluster 2,2023-07-11-02,7244794,4101705,99.75,56.88,Tuesday,2
Andhra Pradesh,cluster 2,2023-07-11-03,8716599,4923486,99.75,57.51,Tuesday,3
Andhra Pradesh,cluster 2,2023-07-11-04,9617625,5431126,99.94,57.55,Tuesday,4
Andhra Pradesh,cluster 2,2023-07-11-05,9643697,5457748,99.76,57.62,Tuesday,5
Andhra Pradesh,cluster 2,2023-07-11-06,9259129,5264778,99.83,57.47,Tuesday,6
Andhra Pradesh,cluster 2,2023-07-11-07,8527982,4839478,99.81,57.18,Tuesday,7
Andhra Pradesh,cluster 2,2023-07-11-08,7442926,4148675,99.74,56.48,Tuesday,8
Andhra Pradesh,cluster 2,2023-07-11-09,514630,246268,99.73,49.24,Tuesday,9
Andhra Pradesh,cluster 2,2023-07-11-10,253121,121448,99.72,46.62,Tuesday,10
Andhra Pradesh,cluster 2,2023-07-11-11,163265,77987,99.84,45.63,Tuesday,11
Andhra Pradesh,cluster 2,2023-07-11-12,170991,82231,99.99,46.35,Tuesday,12
Andhra Pradesh,cluster 2,2023-07-11-13,287357,141286,99.87,46.72,Tuesday,13
Andhra Pradesh,cluster 2,2023-07-11-14,890889,450658,99.98,47.12,Tuesday,14
Andhra Pradesh,cluster 2,2023-07-11-15,2742079,1465592,99.92,51,Tuesday,15
Andhra Pradesh,cluster 2,2023-07-11-16,5161214,2877280,99.76,53.14,Tuesday,16
Andhra Pradesh,cluster 2,2023-07-11-17,7244791,4101852,99.7,54.38,Tuesday,17
Andhra Pradesh,cluster 2,2023-07-11-18,8716612,4923487,99.83,54.69,Tuesday,18
Andhra Pradesh,cluster 2,2023-07-11-19,9617662,5431195,99.82,55.64,Tuesday,19
Andhra Pradesh,cluster 2,2023-07-11-20,9643832,5457827,99.73,56.28,Tuesday,20
Andhra Pradesh,cluster 2,2023-07-11-21,9259168,5264753,99.73,56.25,Tuesday,21
Andhra Pradesh,cluster 2,2023-07-11-22,8528073,4839566,99.9,56.18,Tuesday,22
Andhra Pradesh,cluster 2,2023-07-11-23,7443022,4148668,99.78,55.42,Tuesday,23
Andhra Pradesh,cluster 3,2023-06-27-00,512649,243034,99.79,49.3,Tuesday,0
Andhra Pradesh,cluster 3,2023-06-27-01,250085,119109,99.81,46.71,Tuesday,1
Andhra Pradesh,cluster 3,2023-06-27-02,159767,75955,99.79,45.98,Tuesday,2
Andhra Pradesh,cluster 3,2023-06-27-03,169880,81955,99.82,46.25,Tuesday,3
Andhra Pradesh,cluster 3,2023-06-27-04,285850,141410,99.82,46.4,Tuesday,4
Andhra Pradesh,cluster 3,2023-06-27-05,891991,451890,99.82,47.07,Tuesday,5
Andhra Pradesh,cluster 3,2023-06-27-06,2749089,1469172,99.82,51.1,Tuesday,6
Andhra Pradesh,cluster 3,2023-06-27-07,5156928,2876799,99.81,53.12,Tuesday,7
Andhra Pradesh,cluster 3,2023-06-27-08,7251751,4104447,99.82,54.38,Tuesday,8
Andhra Pradesh,cluster 3,2023-06-27-09,8710011,4922842,99.79,54.69,Tuesday,9
Andhra Pradesh,cluster 3,2023-06-27-10,9620201,5430308,99.78,55.67,Tuesday,10
Andhra Pradesh,cluster 3,2023-06-27-11,9649216,5463338,99.77,56.31,Tuesday,11
Andhra Pradesh,cluster 3,2023-06-27-12,9257408,5265004,99.77,56.25,Tuesday,12
Andhra Pradesh,cluster 3,2023-06-27-13,8521144,4840616,99.77,56.18,Tuesday,13
Andhra Pradesh,cluster 3,2023-06-27-14,7449219,4153071,99.78,53.44,Tuesday,14
Andhra Pradesh,cluster 3,2023-06-27-15,512672,243039,99.78,37.77,Tuesday,15
Andhra Pradesh,cluster 3,2023-06-27-16,250103,119185,99.72,35.63,Tuesday,16
Andhra Pradesh,cluster 3,2023-06-27-17,159802,76004,99.88,35.13,Tuesday,17
Andhra Pradesh,cluster 3,2023-06-27-18,169884,82015,99.77,36.82,Tuesday,18
Andhra Pradesh,cluster 3,2023-06-27-19,285908,141447,99.89,41.05,Tuesday,19
Andhra Pradesh,cluster 3,2023-06-27-20,892037,451890,99.75,44,Tuesday,20
Andhra Pradesh,cluster 3,2023-06-27-21,2749143,1469270,99.74,46.57,Tuesday,21
Andhra Pradesh,cluster 3,2023-06-27-22,5156966,2876853,99.84,49.72,Tuesday,22
Andhra Pradesh,cluster 3,2023-06-27-23,7251781,4104485,99.73,51.13,Tuesday,23
Andhra Pradesh,cluster 3,2023-06-28-00,8710094,4922936,99.73,52.15,Wednesday,0
Andhra Pradesh,cluster 3,2023-06-28-01,9620284,5430396,99.82,52.66,Wednesday,1
Andhra Pradesh,cluster 3,2023-06-28-02,9649229,5463420,99.86,53.19,Wednesday,2
Andhra Pradesh,cluster 3,2023-06-28-03,9257466,5265059,99.78,52.98,Wednesday,3
Andhra Pradesh,cluster 3,2023-06-28-04,8521170,4840685,99.7,52.8,Wednesday,4
Andhra Pradesh,cluster 3,2023-06-28-05,7449252,4153118,99.79,50.13,Wednesday,5
Andhra Pradesh,cluster 3,2023-06-28-06,512670,243126,99.81,37.91,Wednesday,6
Andhra Pradesh,cluster 3,2023-06-28-07,250180,119199,99.77,36.01,Wednesday,7
Andhra Pradesh,cluster 3,2023-06-28-08,159802,75992,99.88,34.94,Wednesday,8
Andhra Pradesh,cluster 3,2023-06-28-09,169882,82052,99.91,37.21,Wednesday,9
Andhra Pradesh,cluster 3,2023-06-28-10,285897,141436,99.74,41.38,Wednesday,10
Andhra Pradesh,cluster 3,2023-06-28-11,892072,451985,99.78,43.99,Wednesday,11
Andhra Pradesh,cluster 3,2023-06-28-12,2749175,1469202,99.79,46.62,Wednesday,12
Andhra Pradesh,cluster 3,2023-06-28-13,5156943,2876816,99.78,49.63,Wednesday,13
Andhra Pradesh,cluster 3,2023-06-28-14,7251776,4104546,99.73,51.15,Wednesday,14
Andhra Pradesh,cluster 3,2023-06-28-15,8710046,4922853,99.8,52.15,Wednesday,15
Andhra Pradesh,cluster 3,2023-06-28-16,9620210,5430382,99.75,52.74,Wednesday,16
Andhra Pradesh,cluster 3,2023-06-28-17,9649268,5463395,99.78,53.06,Wednesday,17
Andhra Pradesh,cluster 3,2023-06-28-18,9257422,5265042,99.88,52.84,Wednesday,18
Andhra Pradesh,cluster 3,2023-06-28-19,8521192,4840703,99.72,52.68,Wednesday,19
Andhra Pradesh,cluster 3,2023-06-28-20,7449311,4153093,99.9,50.85,Wednesday,20
Andhra Pradesh,cluster 3,2023-06-28-21,512687,243100,99.7,41.32,Wednesday,21
Andhra Pradesh,cluster 3,2023-06-28-22,250156,119218,99.91,40.4,Wednesday,22
Andhra Pradesh,cluster 3,2023-06-28-23,159815,76102,99.87,40.36,Wednesday,23
Andhra Pradesh,cluster 3,2023-06-29-00,169930,82018,99.75,41.1,Thursday,0
Andhra Pradesh,cluster 3,2023-06-29-01,285909,141496,99.95,43.29,Thursday,1
Andhra Pradesh,cluster 3,2023-06-29-02,892099,451894,99.74,45.18,Thursday,2
Andhra Pradesh,cluster 3,2023-06-29-03,2749148,1469315,99.79,48.11,Thursday,3
Andhra Pradesh,cluster 3,2023-06-29-04,5157000,2876926,99.76,50.36,Thursday,4
Andhra Pradesh,cluster 3,2023-06-29-05,7251846,4104563,99.75,52.43,Thursday,5
Andhra Pradesh,cluster 3,2023-06-29-06,8710138,4923030,99.74,53.6,Thursday,6
Andhra Pradesh,cluster 3,2023-06-29-07,9620289,5430431,99.73,54.06,Thursday,7
Andhra Pradesh,cluster 3,2023-06-29-08,9649328,5463476,99.83,54.45,Thursday,8
Andhra Pradesh,cluster 3,2023-06-29-09,9257560,5265095,99.76,54.52,Thursday,9
Andhra Pradesh,cluster 3,2023-06-29-10,8521175,4840754,99.7,54.19,Thursday,10
Andhra Pradesh,cluster 3,2023-06-29-11,7449252,4153119,99.75,52.48,Thursday,11
Andhra Pradesh,cluster 3,2023-06-29-12,512732,243077,99.83,41.19,Thursday,12
Andhra Pradesh,cluster 3,2023-06-29-13,250146,119188,99.88,40.74,Thursday,13
Andhra Pradesh,cluster 3,2023-06-29-14,159844,76045,99.77,40.27,Thursday,14
Andhra Pradesh,cluster 3,2023-06-29-15,169917,81986,99.73,41.29,Thursday,15
Andhra Pradesh,cluster 3,2023-06-29-16,285882,141491,99.76,43.03,Thursday,16
Andhra Pradesh,cluster 3,2023-06-29-17,892000,451917,99.87,44.98,Thursday,17
Andhra Pradesh,cluster 3,2023-06-29-18,2749133,1469201,99.73,48.03,Thursday,18
Andhra Pradesh,cluster 3,2023-06-29-19,5157025,2876808,99.84,50.27,Thursday,19
Andhra Pradesh,cluster 3,2023-06-29-20,7251779,4104531,99.87,52.33,Thursday,20
Andhra Pradesh,cluster 3,2023-06-29-21,8710110,4922860,99.95,53.56,Thursday,21
Andhra Pradesh,cluster 3,2023-06-29-22,9620288,5430350,99.73,54.04,Thursday,22
Andhra Pradesh,cluster 3,2023-06-29-23,9649218,5463437,99.84,54.41,Thursday,23
Andhra Pradesh,cluster 3,2023-06-30-00,9257436,5265053,99.74,54.49,Friday,0
Andhra Pradesh,cluster 3,2023-06-30-01,8521210,4840697,99.74,54.07,Friday,1
Andhra Pradesh,cluster 3,2023-06-30-02,7449311,4153145,99.8,52.35,Friday,2
Andhra Pradesh,cluster 3,2023-06-30-03,512701,243092,99.82,42.04,Friday,3
Andhra Pradesh,cluster 3,2023-06-30-04,250153,119259,99.85,41.25,Friday,4
Andhra Pradesh,cluster 3,2023-06-30-05,159818,76101,99.83,40.96,Friday,5
Andhra Pradesh,cluster 3,2023-06-30-06,169983,82109,99.74,41.93,Friday,6
Andhra Pradesh,cluster 3,2023-06-30-07,285920,141526,99.96,43.4,Friday,7
Andhra Pradesh,cluster 3,2023-06-30-08,892053,451985,99.73,45.27,Friday,8
Andhra Pradesh,cluster 3,2023-06-30-09,2749198,1469305,99.74,48.27,Friday,9
Andhra Pradesh,cluster 3,2023-06-30-10,5156991,2876927,99.81,50.53,Friday,10
Andhra Pradesh,cluster 3,2023-06-30-11,7251828,4104580,99.88,52.47,Friday,11
Andhra Pradesh,cluster 3,2023-06-30-12,8710166,4922981,99.74,53.71,Friday,12
Andhra Pradesh,cluster 3,2023-06-30-13,9620343,5430419,99.98,54.16,Friday,13
Andhra Pradesh,cluster 3,2023-06-30-14,9649299,5463454,99.73,54.49,Friday,14
Andhra Pradesh,cluster 3,2023-06-30-15,9257513,5265072,99.73,54.66,Friday,15
Andhra Pradesh,cluster 3,2023-06-30-16,8521242,4840704,99.81,54.29,Friday,16
Andhra Pradesh,cluster 3,2023-06-30-17,7449262,4153185,99.79,52.53,Friday,17
Andhra Pradesh,cluster 3,2023-06-30-18,512735,243215,99.91,42.04,Friday,18
Andhra Pradesh,cluster 3,2023-06-30-19,250215,119282,99.78,41.61,Friday,19
Andhra Pradesh,cluster 3,2023-06-30-20,159861,76005,99.84,41.49,Friday,20
Andhra Pradesh,cluster 3,2023-06-30-21,169956,82121,99.81,42.88,Friday,21
Andhra Pradesh,cluster 3,2023-06-30-22,285982,141463,99.76,44.27,Friday,22
Andhra Pradesh,cluster 3,2023-06-30-23,892141,452026,99.79,44.8,Friday,23
Andhra Pradesh,cluster 3,2023-07-01-00,2749180,1469284,99.8,47.16,Saturday,0
Andhra Pradesh,cluster 3,2023-07-01-01,5156988,2876909,99.81,50.2,Saturday,1
Andhra Pradesh,cluster 3,2023-07-01-02,7251805,4104605,99.7,52.65,Saturday,2
Andhra Pradesh,cluster 3,2023-07-01-03,8710100,4922939,99.7,53.76,Saturday,3
Andhra Pradesh,cluster 3,2023-07-01-04,9620241,5430450,99.73,54.63,Saturday,4
Andhra Pradesh,cluster 3,2023-07-01-05,9649285,5463430,99.82,55.05,Saturday,5
Andhra Pradesh,cluster 3,2023-07-01-06,9257511,5265092,99.85,55.24,Saturday,6
Andhra Pradesh,cluster 3,2023-07-01-07,8521279,4840781,99.86,55.11,Saturday,7
Andhra Pradesh,cluster 3,2023-07-01-08,7449328,4153102,99.74,54.5,Saturday,8
Andhra Pradesh,cluster 3,2023-07-01-09,512768,243129,99.87,41.81,Saturday,9
Andhra Pradesh,cluster 3,2023-07-01-10,250180,119227,99.82,41.18,Saturday,10
Andhra Pradesh,cluster 3,2023-07-01-11,159906,76191,99.77,41.89,Saturday,11
Andhra Pradesh,cluster 3,2023-07-01-12,169998,82090,99.72,42.98,Saturday,12
Andhra Pradesh,cluster 3,2023-07-01-13,285969,141530,99.86,43.89,Saturday,13
Andhra Pradesh,cluster 3,2023-07-01-14,892155,451966,99.78,44.76,Saturday,14
Andhra Pradesh,cluster 3,2023-07-01-15,2749201,1469383,99.87,47.16,Saturday,15
Andhra Pradesh,cluster 3,2023-07-01-16,5157051,2876983,99.92,50.21,Saturday,16
Andhra Pradesh,cluster 3,2023-07-01-17,7251875,4104620,99.81,52.64,Saturday,17
Andhra Pradesh,cluster 3,2023-07-01-18,8710169,4923057,99.75,53.67,Saturday,18
Andhra Pradesh,cluster 3,2023-07-01-19,9620312,5430509,99.7,54.63,Saturday,19
Andhra Pradesh,cluster 3,2023-07-01-20,9649328,5463572,99.77,55.04,Saturday,20
Andhra Pradesh,cluster 3,2023-07-01-21,9257575,5265125,99.72,55.23,Saturday,21
Andhra Pradesh,cluster 3,2023-07-01-22,8521241,4840768,99.76,55.08,Saturday,22
Andhra Pradesh,cluster 3,2023-07-01-23,7449286,4153205,99.78,54.54,Saturday,23
Andhra Pradesh,cluster 3,2023-07-02-00,512682,243088,99.78,41.3,Sunday,0
Andhra Pradesh,cluster 3,2023-07-02-01,250140,119207,99.77,40.22,Sunday,1
Andhra Pradesh,cluster 3,2023-07-02-02,159793,75963,99.73,39.55,Sunday,2
Andhra Pradesh,cluster 3,2023-07-02-03,169970,82053,99.84,40.09,Sunday,3
Andhra Pradesh,cluster 3,2023-07-02-04,285914,141446,99.91,41.62,Sunday,4
Andhra Pradesh,cluster 3,2023-07-02-05,892029,451968,99.85,43.56,Sunday,5
Andhra Pradesh,cluster 3,2023-07-02-06,2749180,1469204,99.83,48.1,Sunday,6
Andhra Pradesh,cluster 3,2023-07-02-07,5157027,2876824,99.78,51.35,Sunday,7
Andhra Pradesh,cluster 3,2023-07-02-08,7251833,4104533,99.81,52.97,Sunday,8
Andhra Pradesh,cluster 3,2023-07-02-09,8710089,4922891,99.94,53.69,Sunday,9
Andhra Pradesh,cluster 3,2023-07-02-10,9620216,5430397,99.72,54.1,Sunday,10
Andhra Pradesh,cluster 3,2023-07-02-11,9649234,5463351,99.83,54.3,Sunday,11
Andhra Pradesh,cluster 3,2023-07-02-12,9257457,5265059,99.74,54.25,Sunday,12
Andhra Pradesh,cluster 3,2023-07-02-13,8521226,4840707,99.73,53.68,Sunday,13
Andhra Pradesh,cluster 3,2023-07-02-14,7449284,4153087,99.9,52.5,Sunday,14
Andhra Pradesh,cluster 3,2023-07-02-15,512764,243049,99.72,41.55,Sunday,15
Andhra Pradesh,cluster 3,2023-07-02-16,250184,119200,99.7,40.06,Sunday,16
Andhra Pradesh,cluster 3,2023-07-02-17,159821,76012,99.76,39.42,Sunday,17
Andhra Pradesh,cluster 3,2023-07-02-18,169929,82086,99.8,39.8,Sunday,18
Andhra Pradesh,cluster 3,2023-07-02-19,285956,141532,99.88,41.53,Sunday,19
Andhra Pradesh,cluster 3,2023-07-02-20,892089,451919,99.88,43.79,Sunday,20
Andhra Pradesh,cluster 3,2023-07-02-21,2749239,1469297,99.76,48.08,Sunday,21
Andhra Pradesh,cluster 3,2023-07-02-22,5157033,2876882,99.96,51.38,Sunday,22
Andhra Pradesh,cluster 3,2023-07-02-23,7251809,4104573,99.78,53.04,Sunday,23
Andhra Pradesh,cluster 3,2023-07-03-00,8710134,4922942,99.78,53.7,Monday,0
Andhra Pradesh,cluster 3,2023-07-03-01,9620309,5430489,99.73,54.19,Monday,1
Andhra Pradesh,cluster 3,2023-07-03-02,9649277,5463440,99.86,54.33,Monday,2
Andhra Pradesh,cluster 3,2023-07-03-03,9257482,5265097,99.76,54.29,Monday,3
Andhra Pradesh,cluster 3,2023-07-03-04,8521219,4840730,99.72,53.7,Monday,4
Andhra Pradesh,cluster 3,2023-07-03-05,7449319,4153145,99.82,52.55,Monday,5
Andhra Pradesh,cluster 3,2023-07-03-06,512686,243217,99.82,41.23,Monday,6
Andhra Pradesh,cluster 3,2023-07-03-07,250232,119243,99.76,39.89,Monday,7
Andhra Pradesh,cluster 3,2023-07-03-08,159881,76052,99.84,39.86,Monday,8
Andhra Pradesh,cluster 3,2023-07-03-09,169920,82149,99.84,39.67,Monday,9
Andhra Pradesh,cluster 3,2023-07-03-10,285985,141518,99.83,41.45,Monday,10
Andhra Pradesh,cluster 3,2023-07-03-11,892156,452078,99.76,43.8,Monday,11
Andhra Pradesh,cluster 3,2023-07-03-12,2749182,1469290,99.78,48.13,Monday,12
Andhra Pradesh,cluster 3,2023-07-03-13,5157025,2876832,99.88,51.35,Monday,13
Andhra Pradesh,cluster 3,2023-07-03-14,7251821,4104641,99.72,53,Monday,14
Andhra Pradesh,cluster 3,2023-07-03-15,8710099,4922882,99.7,53.69,Monday,15
Andhra Pradesh,cluster 3,2023-07-03-16,9620301,5430472,99.72,54.17,Monday,16
Andhra Pradesh,cluster 3,2023-07-03-17,9649345,5463396,99.73,54.34,Monday,17
Andhra Pradesh,cluster 3,2023-07-03-18,9257466,5265050,99.87,54.29,Monday,18
Andhra Pradesh,cluster 3,2023-07-03-19,8521218,4840798,99.76,53.72,Monday,19
